student_id,gender,school_type,study_environment,study_hours_per_week,attendance_percentage,previous_score,sleep_hours,assignments_completed,mock_tests_attempted,participation_score,parental_support_level,internet_access,stress_level,screen_time_hours,commute_time_mins,extracurricular_hours,tuition_support,final_score,performance_level
894,Male,Private,Average,3.27,66.22,83.69,7.34,10.0,1.0,0.34,5.0,0.0,5.84,3.22,33.01,8.69,0.0,67.5,Medium
1838,Male,Semi-Private,,1.41,97.9,56.2,8.4,1.0,6.0,9.91,,0.0,3.81,7.72,19.13,3.85,1.0,83.92,High
550,Female,Government,Quiet,5.78,91.13,75.34,8.84,19.0,9.0,3.71,4.0,0.0,6.5,4.27,48.4,2.16,1.0,84.91,High
320,Female,Government,Average,3.0,88.23,68.13,5.43,10.0,7.0,3.29,2.0,0.0,0.3,2.1,,4.56,0.0,76.87,High
1527,Male,Government,Quiet,8.13,84.96,64.69,6.25,2.0,10.0,2.62,1.0,0.0,3.0,3.56,53.65,0.19,1.0,74.12,Medium
1806,Male,Government,Average,1.32,58.26,50.19,,15.0,3.0,6.9,0.0,0.0,9.58,4.8,54.3,,0.0,59.94,Medium
1178,Male,Semi-Private,Quiet,3.34,69.99,79.47,8.26,18.0,2.0,8.35,5.0,1.0,7.02,0.44,29.14,3.6,0.0,83.22,High
559,Male,Semi-Private,Quiet,4.35,61.52,58.29,7.78,17.0,8.0,6.57,5.0,1.0,0.06,1.9,0.96,0.46,0.0,83.58,High
140,Male,Government,Average,2.21,88.04,99.25,6.55,19.0,0.0,7.26,0.0,0.0,2.99,7.27,24.44,5.2,1.0,86.56,High
1735,Female,Private,Average,3.32,77.83,89.26,8.02,4.0,0.0,5.77,4.0,1.0,1.37,2.29,45.66,1.51,1.0,83.54,High
532,Male,Private,Quiet,3.66,73.19,41.9,8.21,1.0,0.0,0.49,0.0,1.0,4.36,3.97,33.13,2.0,1.0,56.23,Medium
225,Male,Government,Quiet,3.16,72.51,71.29,6.78,19.0,1.0,0.0,0.0,0.0,4.61,6.08,51.48,4.23,,68.66,Medium
724,Male,Government,Quiet,2.57,64.85,77.0,6.23,1.0,10.0,2.18,3.0,1.0,7.23,3.77,,5.78,1.0,68.92,Medium
787,Male,Government,Average,2.34,100.0,59.9,6.9,3.0,4.0,1.45,4.0,1.0,6.93,4.66,23.27,1.81,1.0,66.25,Medium
1718,Female,Government,Average,3.46,63.99,77.33,6.12,20.0,10.0,7.02,2.0,1.0,7.6,5.6,54.13,2.44,1.0,89.82,High
1008,Male,Government,Quiet,2.79,72.75,55.7,8.51,16.0,2.0,2.22,1.0,1.0,6.52,3.73,28.42,1.29,0.0,60.88,Medium
410,Male,Private,Quiet,3.53,70.45,89.29,6.9,4.0,4.0,1.82,1.0,0.0,9.2,2.4,0.0,0.0,0.0,66.56,Medium
326,Female,Private,Quiet,3.17,72.99,65.17,4.37,8.0,0.0,8.71,2.0,0.0,7.08,1.78,22.73,4.95,1.0,61.19,Medium
1766,Male,Government,Quiet,7.57,,50.05,6.78,2.0,,6.9,1.0,0.0,9.73,7.25,15.16,9.27,0.0,52.04,Medium
300,Female,Government,Quiet,2.96,60.75,71.59,7.95,20.0,8.0,,3.0,0.0,6.79,6.93,19.02,0.0,0.0,77.02,High
1263,Male,Government,Quiet,5.8,86.07,65.1,5.15,,7.0,6.06,0.0,,4.21,1.89,6.06,7.96,1.0,75.4,High
1946,Male,Semi-Private,Noisy,3.23,82.04,66.03,6.17,15.0,10.0,5.2,4.0,0.0,7.66,2.13,30.11,2.48,0.0,83.85,High
26,Male,Government,Average,1.1,86.51,77.67,7.13,0.0,4.0,7.16,3.0,1.0,2.85,0.72,39.6,1.54,0.0,82.23,High
1859,Male,Government,Noisy,,92.77,47.26,5.85,3.0,3.0,6.41,4.0,1.0,5.03,5.59,28.11,5.84,0.0,66.04,Medium
715,,Private,Average,6.78,,75.88,6.14,11.0,10.0,2.16,1.0,1.0,8.25,4.25,46.12,5.3,1.0,79.05,High
1010,Male,Government,Average,6.74,68.51,48.61,6.38,0.0,4.0,9.48,1.0,1.0,6.21,7.05,26.43,4.66,1.0,57.54,Medium
194,Female,Semi-Private,Noisy,1.38,67.69,79.38,8.95,4.0,9.0,1.33,5.0,1.0,3.38,2.31,41.55,2.68,1.0,75.63,High
441,Male,Semi-Private,Average,0.64,85.58,78.67,7.45,2.0,0.0,2.36,2.0,0.0,3.37,3.2,63.91,3.46,1.0,74.93,High
574,Other,Private,Average,6.55,88.69,71.34,6.93,19.0,6.0,9.97,2.0,1.0,8.73,4.06,63.23,5.14,1.0,90.96,High
947,Male,Semi-Private,Average,1.51,83.78,76.41,7.07,13.0,2.0,4.94,3.0,0.0,5.07,1.79,9.4,6.62,1.0,74.7,Medium
998,Other,Government,Noisy,12.1,79.96,70.95,6.2,13.0,10.0,3.39,1.0,0.0,5.78,2.94,12.3,2.3,0.0,83.29,High
504,Female,Private,Noisy,2.98,64.01,91.57,7.21,13.0,4.0,1.35,0.0,1.0,1.49,2.93,46.36,2.0,1.0,82.9,High
606,Male,Private,Quiet,5.07,67.61,65.28,7.25,6.0,4.0,1.18,1.0,0.0,6.76,6.89,28.72,2.81,0.0,45.21,Low
1717,Male,Semi-Private,Quiet,4.86,,80.81,5.2,3.0,,8.07,3.0,0.0,9.2,1.0,17.03,5.26,0.0,71.16,Medium
1164,Female,Private,Average,4.0,88.84,53.46,7.01,1.0,5.0,9.69,2.0,0.0,3.16,3.45,19.64,5.29,,81.49,High
1787,Male,Private,Noisy,2.62,85.27,77.73,7.66,6.0,1.0,9.51,1.0,1.0,9.9,1.41,63.64,3.1,0.0,67.46,Medium
847,Female,Government,Quiet,2.79,93.24,54.86,7.29,6.0,4.0,0.53,0.0,0.0,,1.7,7.63,0.0,1.0,66.52,Medium
4,Male,Government,Noisy,4.06,89.14,73.85,7.22,6.0,7.0,1.43,5.0,0.0,8.42,2.8,36.91,6.19,0.0,81.49,High
1287,Female,Government,Quiet,5.03,91.11,49.77,6.42,19.0,0.0,0.61,5.0,0.0,3.63,7.24,32.85,8.6,1.0,70.58,Medium
1223,,Government,Noisy,5.17,100.0,53.51,7.69,16.0,1.0,5.23,3.0,,5.62,2.24,35.22,2.99,1.0,78.12,High
468,Male,Semi-Private,Quiet,4.12,56.17,81.02,9.21,16.0,4.0,8.6,5.0,0.0,4.95,3.74,11.66,2.4,0.0,83.92,High
322,Female,Government,Average,3.56,68.23,55.75,6.63,2.0,9.0,4.7,0.0,1.0,,0.0,44.85,1.24,0.0,57.99,Medium
6,Male,Private,Quiet,4.31,83.94,58.46,5.21,16.0,0.0,1.76,3.0,0.0,9.93,2.12,48.23,4.69,1.0,74.37,Medium
223,Female,Private,Quiet,3.56,87.79,83.11,6.42,7.0,1.0,8.81,0.0,1.0,5.03,3.79,12.89,8.88,1.0,67.84,Medium
1375,Female,Semi-Private,Quiet,3.63,84.84,100.0,5.54,10.0,4.0,1.31,0.0,1.0,7.49,4.12,,5.03,1.0,67.6,Medium
548,Male,Private,Noisy,6.99,52.74,41.6,7.03,20.0,8.0,2.66,4.0,1.0,5.68,3.64,57.33,5.05,1.0,78.73,High
229,Male,Government,Quiet,13.21,100.0,51.28,7.21,9.0,3.0,6.43,5.0,1.0,1.1,5.85,50.13,,0.0,90.14,High
40,Male,Private,Quiet,5.64,55.42,53.55,8.52,3.0,3.0,3.76,,0.0,7.59,2.86,11.43,0.17,0.0,51.38,Medium
543,Female,Private,Average,5.55,85.74,90.31,4.84,4.0,3.0,9.49,3.0,1.0,6.59,0.01,9.88,6.91,,87.29,High
243,Male,Government,Quiet,4.81,,76.05,10.0,17.0,7.0,8.55,2.0,0.0,5.49,3.36,24.97,6.25,0.0,98.27,High
899,Male,Private,Average,2.99,99.95,56.64,6.68,14.0,9.0,2.85,4.0,1.0,7.18,1.21,42.02,6.27,1.0,81.24,High
1134,Female,Private,Average,5.6,84.12,73.07,6.68,6.0,6.0,2.12,5.0,1.0,1.06,4.52,34.0,1.79,1.0,83.6,High
1449,Male,Semi-Private,Average,4.82,92.64,32.39,9.83,11.0,8.0,6.49,3.0,1.0,6.21,4.41,24.78,1.56,0.0,77.85,High
1869,Male,Government,Quiet,2.91,87.21,64.76,8.68,18.0,6.0,7.22,1.0,0.0,9.66,4.0,13.58,,0.0,82.52,High
843,Male,,Average,2.71,65.78,64.98,4.94,14.0,4.0,8.0,5.0,1.0,4.37,4.81,37.75,2.38,1.0,76.16,High
1419,Male,Government,Average,6.32,97.55,85.0,6.09,9.0,10.0,3.25,2.0,0.0,,2.58,26.9,5.79,0.0,91.78,High
1654,Female,Government,Quiet,3.02,71.5,40.03,8.26,14.0,3.0,9.53,1.0,0.0,3.5,,24.59,5.83,1.0,70.46,Medium
1970,Female,Government,Average,2.51,,71.73,6.8,9.0,0.0,4.46,4.0,0.0,6.94,5.39,38.99,4.86,1.0,60.04,Medium
662,Male,Private,Quiet,2.64,85.52,74.58,6.67,4.0,4.0,0.61,,0.0,2.69,0.0,34.84,2.93,0.0,72.35,Medium
1211,Male,Private,Quiet,6.88,92.19,84.48,6.18,18.0,,4.54,3.0,0.0,,2.14,0.0,3.89,0.0,83.84,High
315,Male,Government,Quiet,4.97,75.28,53.22,5.0,12.0,10.0,1.6,1.0,0.0,7.8,2.28,6.09,3.6,0.0,74.64,Medium
692,Male,Government,Quiet,3.63,71.12,84.83,9.52,4.0,5.0,4.07,1.0,0.0,4.74,4.33,26.54,1.27,1.0,69.63,Medium
1504,Male,Private,Average,5.28,84.0,91.29,4.78,8.0,10.0,3.52,5.0,1.0,5.5,0.97,49.26,8.52,,100.0,High
425,Male,Private,Quiet,12.91,89.08,67.67,6.69,15.0,,3.01,5.0,0.0,1.59,3.74,39.83,2.37,1.0,86.0,High
595,Male,Private,Quiet,5.31,100.0,57.39,5.79,15.0,4.0,5.65,0.0,0.0,8.04,4.9,0.0,6.14,1.0,82.17,High
1964,Male,Private,Quiet,2.22,78.23,46.86,7.77,10.0,7.0,3.6,1.0,0.0,7.18,4.64,18.05,2.12,0.0,54.25,Medium
623,Male,Semi-Private,Quiet,2.71,87.12,55.44,7.03,8.0,9.0,8.93,5.0,0.0,0.87,4.71,52.59,1.71,0.0,82.5,High
1171,Male,Private,Noisy,8.47,85.03,80.7,7.28,5.0,3.0,3.31,0.0,1.0,4.95,2.56,23.67,0.7,0.0,67.17,Medium
1044,Male,Government,Quiet,3.32,78.67,68.73,8.17,2.0,3.0,3.18,5.0,0.0,9.28,3.38,36.9,10.25,1.0,65.47,Medium
228,Female,Government,Quiet,3.72,95.41,68.19,,0.0,,8.21,2.0,1.0,6.66,2.66,27.3,8.29,1.0,78.29,High
1118,Male,Private,Quiet,5.19,72.87,76.5,5.96,5.0,7.0,0.24,2.0,0.0,,4.32,66.64,5.36,1.0,57.08,Medium
1332,Male,Private,Average,,83.65,61.9,6.37,16.0,6.0,8.24,1.0,0.0,9.45,4.45,35.54,2.82,,66.12,Medium
1316,Male,Semi-Private,Average,2.59,73.98,40.14,6.83,7.0,8.0,2.76,1.0,1.0,9.8,1.46,47.81,0.0,0.0,45.01,Low
67,Female,Government,Average,1.08,88.6,82.87,6.76,18.0,3.0,6.91,0.0,0.0,9.32,5.97,42.16,0.0,1.0,69.8,Medium
25,Male,Government,Noisy,,88.87,66.55,6.65,9.0,2.0,6.94,5.0,1.0,3.4,0.0,1.78,4.18,0.0,72.55,Medium
145,Male,Private,Noisy,1.59,69.15,93.67,7.53,0.0,5.0,6.83,5.0,0.0,1.54,3.74,67.32,4.67,1.0,78.16,High
537,Male,Private,Average,3.54,45.12,85.55,7.14,5.0,0.0,1.03,5.0,1.0,2.1,3.33,21.74,4.08,1.0,61.48,Medium
812,Female,Government,Noisy,4.06,69.97,56.14,5.86,16.0,7.0,7.82,1.0,0.0,7.9,5.79,17.46,3.42,0.0,65.96,Medium
1467,Female,Semi-Private,Average,4.69,74.79,63.94,6.73,3.0,4.0,4.34,4.0,1.0,7.78,3.45,42.09,4.27,1.0,66.78,Medium
86,Male,Government,Average,2.89,74.69,89.78,6.48,14.0,0.0,5.03,2.0,1.0,4.93,2.17,33.99,4.73,0.0,80.89,High
1661,Female,Private,Quiet,4.66,100.0,71.7,7.64,6.0,6.0,3.98,5.0,0.0,3.87,1.26,29.0,6.05,0.0,81.33,High
1646,Female,Government,Quiet,2.4,75.9,,6.39,18.0,0.0,0.14,1.0,1.0,7.32,1.91,46.45,0.67,1.0,49.16,Low
1805,Male,Government,Quiet,3.74,79.9,85.88,6.53,2.0,6.0,7.19,2.0,1.0,7.15,4.96,35.89,4.47,0.0,75.19,High
1818,Female,Private,Average,4.12,99.35,73.93,6.79,12.0,10.0,3.76,0.0,1.0,6.87,4.95,3.66,4.85,1.0,81.65,High
1577,Male,Government,Average,5.36,79.41,65.49,8.22,8.0,10.0,7.2,0.0,1.0,7.85,5.89,25.17,4.6,1.0,64.85,Medium
1145,Female,Government,Average,5.79,100.0,91.16,9.59,18.0,0.0,8.04,5.0,1.0,7.36,3.36,13.34,2.46,0.0,95.3,High
363,Female,Semi-Private,Quiet,0.97,69.09,73.78,6.75,19.0,9.0,2.82,3.0,1.0,1.11,3.54,55.1,4.3,1.0,86.64,High
1612,Male,Private,Quiet,1.24,59.66,80.89,6.6,2.0,1.0,2.72,5.0,0.0,9.27,3.7,0.0,3.07,1.0,66.55,Medium
1866,Female,Government,Quiet,2.79,79.4,56.97,9.16,3.0,5.0,9.58,0.0,0.0,0.08,3.67,41.92,1.44,1.0,71.41,Medium
1027,Male,Semi-Private,Average,5.92,78.73,100.0,,4.0,0.0,6.55,5.0,0.0,9.94,3.55,42.51,4.41,0.0,80.26,High
1031,Male,Government,Quiet,4.0,69.42,83.92,7.98,16.0,0.0,4.35,5.0,0.0,4.29,2.59,45.36,4.86,1.0,85.53,High
1304,Female,Government,Quiet,1.8,100.0,97.59,6.48,12.0,7.0,8.71,1.0,,6.72,2.33,21.42,6.47,0.0,84.56,High
1356,Male,Private,,3.01,95.75,65.58,7.79,9.0,2.0,5.53,1.0,1.0,1.93,1.88,47.41,2.38,0.0,80.44,High
1731,Female,Semi-Private,Noisy,7.34,100.0,70.0,8.14,6.0,,2.75,4.0,1.0,6.38,6.99,0.0,2.58,1.0,65.87,Medium
666,Male,Government,Noisy,6.77,86.33,51.69,7.71,1.0,7.0,5.73,3.0,1.0,1.02,4.45,27.25,6.31,1.0,73.85,Medium
365,Male,Government,Noisy,3.82,68.06,96.71,7.53,4.0,4.0,3.35,1.0,0.0,0.15,3.86,34.02,0.95,0.0,70.57,Medium
78,Other,Private,Quiet,4.51,97.32,100.0,8.13,18.0,8.0,8.8,5.0,0.0,0.09,4.12,46.95,2.65,1.0,100.0,High
28,Male,Semi-Private,Average,3.33,90.56,52.22,8.39,20.0,3.0,6.29,2.0,1.0,6.49,5.67,43.18,2.19,1.0,66.61,Medium
1437,Female,Private,Average,4.35,91.68,62.0,,7.0,,0.95,4.0,1.0,2.01,4.89,4.75,4.08,1.0,68.52,Medium
526,Female,Government,,1.85,100.0,68.97,5.86,2.0,8.0,1.48,1.0,1.0,,0.74,33.93,6.61,0.0,69.19,Medium
1835,Male,Semi-Private,Quiet,1.28,74.71,49.57,7.7,4.0,0.0,0.92,5.0,1.0,3.83,5.66,18.56,0.0,1.0,50.83,Medium
56,Female,Government,Average,2.57,81.76,47.41,6.93,7.0,6.0,4.14,5.0,1.0,6.54,2.6,9.86,2.9,1.0,62.1,Medium
639,Male,Semi-Private,Average,4.18,100.0,66.31,6.55,5.0,1.0,1.48,2.0,0.0,2.68,3.89,22.36,3.82,0.0,67.29,Medium
303,Female,,Average,4.88,100.0,64.27,9.46,14.0,6.0,9.9,1.0,1.0,9.02,4.34,0.0,1.34,1.0,86.49,High
719,Female,Private,Average,8.48,69.39,67.77,6.97,3.0,2.0,3.94,0.0,1.0,5.82,3.32,11.37,8.58,1.0,59.7,Medium
625,Male,Private,Quiet,0.72,83.75,74.35,5.68,1.0,0.0,7.08,3.0,0.0,1.56,2.24,3.15,3.29,0.0,69.63,Medium
8,,Government,Quiet,5.32,81.79,76.16,,4.0,2.0,1.38,3.0,0.0,6.58,3.83,0.0,2.81,0.0,67.85,Medium
804,Female,Government,Quiet,0.75,72.26,50.93,8.57,0.0,9.0,6.25,4.0,,1.7,4.99,16.4,0.19,0.0,65.59,Medium
1050,Male,Private,Average,4.3,73.77,73.05,6.25,19.0,7.0,2.96,4.0,1.0,8.9,4.07,44.33,3.85,0.0,79.87,High
337,Female,Government,Quiet,,87.38,93.67,6.37,15.0,2.0,9.19,2.0,1.0,1.28,1.96,52.44,3.94,1.0,100.0,High
48,Female,Private,Quiet,1.28,76.23,54.59,8.55,2.0,2.0,4.83,2.0,0.0,9.64,1.37,19.71,1.08,0.0,55.97,Medium
1764,Female,Private,Quiet,2.25,95.5,61.89,5.03,1.0,8.0,7.53,5.0,0.0,6.66,4.06,,8.35,1.0,78.87,High
107,Female,Government,Average,5.76,98.59,52.12,5.85,3.0,8.0,1.54,3.0,0.0,8.91,3.25,56.7,8.63,0.0,57.86,Medium
350,Male,,Quiet,5.12,66.11,67.14,9.12,6.0,3.0,7.94,1.0,0.0,8.23,1.67,40.07,2.52,0.0,67.64,Medium
1080,Male,Government,Noisy,6.2,89.31,76.42,6.87,12.0,7.0,8.48,4.0,,2.76,5.43,13.88,2.88,0.0,100.0,High
239,Female,Government,Quiet,3.31,95.9,66.81,6.62,,8.0,5.77,2.0,,4.46,4.74,9.91,2.03,1.0,69.65,Medium
214,Female,Government,Average,2.57,72.98,86.4,8.62,2.0,1.0,4.73,5.0,1.0,3.65,6.53,54.49,1.71,1.0,77.33,High
1776,Female,Semi-Private,Average,3.97,77.47,80.9,5.38,15.0,5.0,8.28,1.0,0.0,9.27,0.15,44.75,1.62,1.0,86.14,High
1139,Male,Semi-Private,Quiet,2.8,94.2,47.49,8.25,1.0,6.0,0.75,3.0,1.0,2.88,4.14,36.94,2.5,1.0,63.0,Medium
794,Female,Government,Quiet,4.87,74.97,83.89,6.89,20.0,3.0,5.52,4.0,1.0,4.49,2.38,15.25,4.49,1.0,94.6,High
1587,Female,Semi-Private,Quiet,2.97,80.71,87.9,7.68,10.0,5.0,2.69,5.0,1.0,2.29,3.1,25.41,3.09,0.0,99.1,High
1583,Male,Private,Average,2.1,73.8,85.7,7.86,1.0,8.0,8.77,2.0,0.0,0.91,6.7,33.93,1.6,1.0,67.82,Medium
1672,Male,Semi-Private,Quiet,5.09,95.74,64.64,8.55,1.0,4.0,3.27,2.0,0.0,6.47,5.41,8.54,4.02,1.0,71.07,Medium
524,Male,Government,Quiet,2.22,86.3,66.11,8.04,13.0,7.0,2.69,5.0,1.0,2.43,1.93,29.75,1.36,1.0,80.13,High
233,Male,Semi-Private,Average,5.12,76.4,63.17,6.95,17.0,5.0,2.31,4.0,0.0,9.86,2.17,60.34,2.29,0.0,64.47,Medium
645,Male,Private,Average,4.04,85.31,97.89,6.87,13.0,10.0,5.08,1.0,1.0,4.63,4.17,39.28,5.45,1.0,84.61,High
1508,Male,Government,Average,3.76,55.48,72.88,7.71,14.0,2.0,5.23,2.0,1.0,2.29,1.79,34.13,2.57,,85.06,High
534,Female,Private,Quiet,2.46,79.27,61.23,7.23,7.0,0.0,6.37,3.0,0.0,4.91,,37.36,1.17,1.0,58.09,Medium
1942,Male,Government,Noisy,1.28,84.12,74.91,8.19,9.0,7.0,,4.0,1.0,9.2,2.5,48.31,2.96,1.0,77.47,High
604,Male,Semi-Private,Quiet,2.4,67.87,47.96,8.15,17.0,8.0,1.72,0.0,1.0,6.44,1.68,26.95,5.26,1.0,67.0,Medium
1330,Male,Government,Quiet,2.36,80.39,78.07,6.44,5.0,8.0,4.67,1.0,1.0,3.41,3.78,0.0,2.47,0.0,75.13,High
1075,Male,Semi-Private,Noisy,2.26,82.44,65.2,6.09,3.0,10.0,1.16,1.0,1.0,5.68,2.11,23.37,5.78,0.0,73.64,Medium
1305,Male,Government,Quiet,4.12,95.23,65.65,7.96,16.0,9.0,3.31,2.0,1.0,4.7,3.03,45.25,5.15,0.0,86.81,High
61,Male,Government,Average,4.8,100.0,71.28,8.34,9.0,10.0,5.88,2.0,1.0,5.83,4.27,34.96,1.4,,89.45,High
1264,Male,Government,Noisy,3.79,100.0,73.83,5.2,15.0,2.0,5.97,0.0,0.0,3.66,3.02,43.94,5.24,0.0,81.23,High
93,Male,Government,Average,4.68,70.0,82.16,6.41,13.0,10.0,9.22,1.0,1.0,5.22,6.29,47.27,5.6,1.0,89.43,High
667,Male,Government,Quiet,1.65,90.59,63.66,8.28,5.0,8.0,,3.0,1.0,3.4,5.48,52.82,4.46,0.0,76.2,High
281,Male,Semi-Private,Quiet,2.23,85.92,76.5,5.58,2.0,4.0,8.48,4.0,1.0,3.07,4.76,13.04,6.86,0.0,85.7,High
1114,Male,Government,Average,3.94,94.95,81.64,7.41,3.0,8.0,8.64,2.0,1.0,4.88,1.92,26.66,4.15,1.0,88.88,High
360,,Private,Average,4.07,100.0,74.32,8.46,0.0,0.0,5.84,2.0,0.0,6.99,4.57,28.92,9.32,,71.39,Medium
1129,Male,Private,Average,9.05,74.51,70.06,6.31,0.0,0.0,0.65,5.0,1.0,5.79,2.25,18.6,5.28,1.0,62.45,Medium
1170,Male,Government,Average,17.39,79.36,80.49,5.84,9.0,1.0,4.99,3.0,0.0,8.36,2.05,31.58,3.83,0.0,81.5,High
848,Male,Government,Average,0.33,88.94,60.7,5.52,20.0,7.0,0.65,5.0,1.0,7.85,3.61,34.25,3.22,1.0,81.12,High
1522,Female,Private,Average,2.05,80.1,78.27,8.26,0.0,9.0,2.36,1.0,1.0,1.83,3.69,21.2,4.26,1.0,65.86,Medium
111,Other,Government,Average,3.47,80.25,93.12,7.63,16.0,4.0,0.77,5.0,0.0,1.65,2.03,38.23,3.98,0.0,85.56,High
43,Female,Government,Noisy,2.85,80.08,79.93,5.48,3.0,8.0,6.56,2.0,0.0,9.6,3.05,46.77,3.77,1.0,66.15,Medium
126,Male,Private,Quiet,18.0,75.28,99.41,5.88,7.0,9.0,5.19,5.0,1.0,9.05,4.89,28.09,3.57,1.0,100.0,High
205,Female,Government,Average,7.14,96.75,65.65,6.82,0.0,5.0,7.33,5.0,1.0,,4.03,30.58,4.57,0.0,77.48,High
53,Male,Government,Average,1.86,82.93,73.43,8.35,11.0,9.0,4.68,,1.0,4.13,1.8,22.89,3.61,0.0,94.8,High
546,Female,Government,Average,6.4,86.35,66.86,7.46,10.0,8.0,6.63,5.0,1.0,9.36,2.33,47.9,8.06,1.0,82.29,High
69,Female,Private,Noisy,13.51,87.24,82.98,6.98,17.0,2.0,0.87,2.0,0.0,7.46,3.41,37.63,0.0,0.0,79.89,High
1741,Male,Semi-Private,Quiet,4.61,96.45,86.44,8.24,14.0,7.0,8.72,4.0,0.0,9.12,0.0,13.49,3.88,1.0,100.0,High
1548,Other,Government,Average,4.69,76.31,67.66,8.7,17.0,6.0,6.69,4.0,0.0,4.29,3.16,64.56,5.23,0.0,84.41,High
184,Male,Private,Noisy,1.68,80.4,71.13,5.89,13.0,10.0,4.5,5.0,0.0,2.82,4.52,0.0,3.92,1.0,94.23,High
138,Female,Semi-Private,Noisy,3.82,69.71,28.0,5.75,3.0,1.0,3.96,0.0,0.0,5.58,8.29,53.13,6.2,1.0,30.59,Low
900,Female,Government,Average,4.1,94.68,71.08,6.24,6.0,9.0,6.29,0.0,0.0,7.0,6.25,41.01,2.37,0.0,63.58,Medium
797,Male,Government,Quiet,1.14,76.57,38.31,7.22,8.0,1.0,5.91,0.0,0.0,8.09,3.44,24.03,2.73,0.0,51.1,Medium
133,Female,Private,Quiet,4.84,88.4,69.09,5.73,14.0,6.0,0.94,5.0,0.0,5.46,2.44,33.62,4.41,1.0,88.68,High
81,Female,Government,Average,14.4,88.71,63.9,6.88,2.0,5.0,1.53,4.0,1.0,4.33,4.19,30.84,3.71,0.0,84.29,High
1987,Male,Private,Average,4.98,94.31,76.82,7.21,1.0,7.0,7.08,4.0,0.0,5.44,6.52,43.3,1.57,0.0,77.76,High
1541,Female,Government,Noisy,,92.37,29.01,8.01,8.0,5.0,0.36,4.0,1.0,1.74,2.51,24.12,4.64,1.0,61.43,Medium
542,Male,Semi-Private,Noisy,4.88,,86.78,7.5,14.0,5.0,9.21,2.0,1.0,0.49,2.2,36.3,0.8,0.0,98.13,High
1669,Male,Government,Quiet,4.79,,60.6,6.93,15.0,8.0,7.63,1.0,1.0,2.28,4.96,21.64,9.04,0.0,87.9,High
984,Female,Private,Quiet,3.39,100.0,62.1,7.72,10.0,3.0,1.39,5.0,0.0,8.13,2.41,12.73,5.09,0.0,73.44,Medium
166,Male,Government,Average,6.72,71.88,65.92,6.31,7.0,4.0,8.53,5.0,0.0,2.27,2.64,20.56,5.94,0.0,74.63,Medium
249,Female,Government,Quiet,8.31,77.46,82.62,7.78,11.0,8.0,5.09,3.0,1.0,1.21,4.26,64.6,2.14,1.0,100.0,High
447,Male,Government,Average,9.1,85.09,67.28,7.22,5.0,,6.56,4.0,,4.61,4.91,36.23,5.48,1.0,73.36,Medium
1515,Male,Private,Quiet,1.55,,47.1,6.39,16.0,,4.0,1.0,0.0,2.12,5.34,22.84,3.8,1.0,67.54,Medium
859,Female,Government,Quiet,4.41,79.94,67.45,,13.0,5.0,9.34,,1.0,2.9,5.38,14.31,3.31,1.0,90.91,High
1212,Male,Private,Quiet,2.7,73.61,53.87,7.68,3.0,6.0,6.47,5.0,,6.19,6.04,32.28,4.32,1.0,71.46,Medium
98,Male,Government,Average,6.36,78.35,75.37,8.45,14.0,1.0,6.22,5.0,0.0,4.62,3.43,24.71,2.72,0.0,92.71,High
1974,Male,Government,Quiet,5.12,89.28,61.24,6.69,5.0,8.0,0.1,5.0,0.0,0.28,1.91,44.7,7.0,0.0,76.84,High
738,Female,Private,Noisy,11.66,94.72,67.28,7.14,13.0,5.0,4.83,0.0,1.0,9.57,2.21,12.55,4.6,0.0,77.85,High
1256,Other,Government,Quiet,2.01,86.55,76.16,7.18,9.0,8.0,8.36,5.0,1.0,4.99,2.21,0.0,3.16,1.0,98.9,High
103,Female,Government,Noisy,2.06,86.2,81.38,5.58,2.0,0.0,5.42,2.0,0.0,4.06,2.49,53.83,1.53,1.0,65.2,Medium
435,Female,Private,Average,3.93,93.83,69.17,7.79,17.0,10.0,,4.0,1.0,3.78,2.52,23.0,1.72,0.0,96.7,High
75,Male,Government,Average,3.65,77.78,72.61,6.95,19.0,8.0,4.48,3.0,1.0,5.35,5.7,25.98,2.01,1.0,96.38,High
1792,Female,Government,Quiet,3.99,66.05,82.94,5.55,15.0,6.0,3.76,1.0,0.0,4.38,4.38,39.03,4.8,1.0,81.95,High
1235,Male,Government,Noisy,8.33,70.18,76.33,9.59,15.0,6.0,8.29,0.0,0.0,4.55,2.8,15.91,2.75,0.0,97.04,High
919,Male,Private,Noisy,6.43,81.7,88.74,6.54,13.0,8.0,5.96,4.0,0.0,5.51,6.74,28.17,3.85,1.0,88.46,High
1712,Female,Government,Average,2.97,95.59,76.52,8.24,11.0,7.0,9.44,3.0,1.0,9.77,3.84,46.4,3.74,0.0,79.02,High
1671,Female,Government,Average,4.2,78.66,60.34,6.42,11.0,10.0,8.52,1.0,1.0,1.15,5.65,47.38,6.25,0.0,83.29,High
1621,Female,Government,Noisy,5.41,86.72,22.97,8.78,18.0,6.0,9.91,0.0,0.0,8.03,2.85,37.62,,0.0,57.82,Medium
763,Female,Government,Noisy,1.51,90.8,73.34,8.11,10.0,4.0,2.45,2.0,0.0,5.82,2.7,50.4,9.32,1.0,67.0,Medium
990,,Private,Quiet,5.4,92.6,69.42,6.37,3.0,4.0,0.16,2.0,0.0,4.67,1.31,49.95,7.4,0.0,71.3,Medium
